user_id,session_id,event_name,event_timestamp,page_type,product_id
U0183,S00014,add_to_cart,2025-01-11 09:23:00,cart,P301
U0001,S00015,page_view,2025-01-13 11:34:00,home,
U0001,S00015,product_view,2025-01-13 11:36:00,product,P301
U0496,S00016,page_view,2025-01-12 17:43:00,home,
U0496,S00016,product_view,2025-01-12 17:44:00,product,P301
U0588,S00017,page_view,2025-01-03 14:41:00,home,
U0588,S00017,product_view,2025-01-03 14:42:00,product,P301
U0152,S00018,page_view,2025-01-11 03:30:00,home,
U0152,S00018,product_view,2025-01-11 03:32:00,product,P301
U0045,S00019,page_view,2025-01-10 15:13:00,home,
U0045,S00019,product_view,2025-01-10 15:16:00,product,P301
U0045,S00019,add_to_cart,2025-01-10 15:18:00,cart,P301
U0346,S00020,page_view,2025-01-02 12:02:00,home,
U0346,S00020,product_view,2025-01-02 12:04:00,product,P301
U0346,S00020,add_to_cart,2025-01-02 12:05:00,cart,P301
U0346,S00020,checkout,2025-01-02 12:07:00,checkout,P301
U0168,S00021,page_view,2025-01-26 23:11:00,home,
U0168,S00021,product_view,2025-01-26 23:12:00,product,P301
U0168,S00021,add_to_cart,2025-01-26 23:14:00,cart,P301
U0168,S00021,checkout,2025-01-26 23:15:00,checkout,P301
U0168,S00021,purchase,2025-01-26 23:18:00,confirmation,P301
U0346,S00022,page_view,2025-01-12 12:21:00,home,
U0346,S00022,product_view,2025-01-12 12:24:00,product,P301
U0346,S00022,add_to_cart,2025-01-12 12:25:00,cart,P301
U0360,S00023,page_view,2025-01-12 12:41:00,home,
U0360,S00023,product_view,2025-01-12 12:42:00,product,P301
U0453,S00024,page_view,2025-01-17 12:31:00,home,
U0453,S00024,product_view,2025-01-17 12:33:00,product,P301
U0138,S00025,page_view,2025-01-08 03:52:00,home,
U0138,S00025,product_view,2025-01-08 03:55:00,product,P301
U0138,S00025,add_to_cart,2025-01-08 03:57:00,cart,P301
U0444,S00026,page_view,2025-01-04 08:56:00,home,
U0444,S00026,product_view,2025-01-04 08:59:00,product,P301
U0444,S00026,add_to_cart,2025-01-04 09:01:00,cart,P301
U0005,S00027,page_view,2025-01-16 06:49:00,home,
U0005,S00027,product_view,2025-01-16 06:50:00,product,P301
U0044,S00028,page_view,2025-01-15 05:53:00,home,
U0044,S00028,product_view,2025-01-15 05:55:00,product,P301
U0154,S00029,page_view,2025-01-26 23:16:00,home,
U0154,S00029,product_view,2025-01-26 23:19:00,product,P301
U0154,S00029,add_to_cart,2025-01-26 23:20:00,cart,P301
U0286,S00030,page_view,2025-01-10 10:14:00,home,
U0286,S00030,product_view,2025-01-10 10:17:00,product,P301
U0533,S00031,page_view,2025-01-23 21:46:00,home,
U0533,S00031,product_view,2025-01-23 21:48:00,product,P301
U0200,S00032,page_view,2025-01-04 06:51:00,home,
U0200,S00032,product_view,2025-01-04 06:52:00,product,P301
U0016,S00033,page_view,2025-01-01 12:19:00,home,
U0016,S00033,product_view,2025-01-01 12:22:00,product,P301
U0016,S00033,add_to_cart,2025-01-01 12:23:00,cart,P301
U0021,S00034,page_view,2025-01-03 02:14:00,home,
U0021,S00034,product_view,2025-01-03 02:16:00,product,P301
U0030,S00035,page_view,2025-01-24 16:20:00,home,
U0030,S00035,product_view,2025-01-24 16:22:00,product,P301
U0460,S00036,page_view,2025-01-19 02:31:00,home,
U0460,S00036,product_view,2025-01-19 02:33:00,product,P301
U0139,S00037,page_view,2025-01-15 15:54:00,home,
U0139,S00037,product_view,2025-01-15 15:57:00,product,P301
U0139,S00037,add_to_cart,2025-01-15 15:58:00,cart,P301
U0039,S00038,page_view,2025-01-05 14:46:00,home,
U0039,S00038,product_view,2025-01-05 14:47:00,product,P301
U0455,S00039,page_view,2025-01-17 05:13:00,home,
U0455,S00039,product_view,2025-01-17 05:14:00,product,P301
U0455,S00039,add_to_cart,2025-01-17 05:15:00,cart,P301
U0455,S00039,checkout,2025-01-17 05:17:00,checkout,P301
U0068,S00040,page_view,2025-01-09 06:42:00,home,
U0068,S00040,product_view,2025-01-09 06:45:00,product,P301
U0068,S00040,add_to_cart,2025-01-09 06:47:00,cart,P301
U0252,S00041,page_view,2025-01-03 17:09:00,home,
U0252,S00041,product_view,2025-01-03 17:10:00,product,P301
U0192,S00042,page_view,2025-01-19 05:15:00,home,
U0192,S00042,product_view,2025-01-19 05:18:00,product,P301
U0456,S00043,page_view,2025-01-20 11:31:00,home,
U0456,S00043,product_view,2025-01-20 11:32:00,product,P301
U0496,S00044,page_view,2025-01-01 02:46:00,home,
U0496,S00044,product_view,2025-01-01 02:49:00,product,P301
U0338,S00045,page_view,2025-01-09 22:13:00,home,
U0338,S00045,product_view,2025-01-09 22:16:00,product,P301
U0338,S00045,add_to_cart,2025-01-09 22:17:00,cart,P301
U0437,S00046,page_view,2025-01-21 18:37:00,home,
U0437,S00046,product_view,2025-01-21 18:40:00,product,P301
U0403,S00047,page_view,2025-01-16 08:21:00,home,
U0403,S00047,product_view,2025-01-16 08:23:00,product,P301
U0403,S00047,add_to_cart,2025-01-16 08:24:00,cart,P301
U0211,S00048,page_view,2025-01-06 15:00:00,home,
U0211,S00048,product_view,2025-01-06 15:02:00,product,P301
U0556,S00049,page_view,2025-01-11 20:42:00,home,
U0556,S00049,product_view,2025-01-11 20:44:00,product,P301
U0136,S00050,page_view,2025-01-11 11:47:00,home,
U0136,S00050,product_view,2025-01-11 11:48:00,product,P301
U0046,S00051,page_view,2025-01-17 19:10:00,home,
U0046,S00051,product_view,2025-01-17 19:12:00,product,P301
U0046,S00051,add_to_cart,2025-01-17 19:13:00,cart,P301
U0046,S00051,checkout,2025-01-17 19:14:00,checkout,P301
U0046,S00051,purchase,2025-01-17 19:15:00,confirmation,P301
U0490,S00052,page_view,2025-01-10 13:06:00,home,
U0490,S00052,product_view,2025-01-10 13:08:00,product,P301
U0490,S00052,add_to_cart,2025-01-10 13:09:00,cart,P301
U0434,S00053,page_view,2025-01-19 10:40:00,home,
U0434,S00053,product_view,2025-01-19 10:41:00,product,P301
U0446,S00054,page_view,2025-01-17 15:56:00,home,
U0446,S00054,product_view,2025-01-17 15:58:00,product,P301
U0470,S00055,page_view,2025-01-03 13:25:00,home,
U0470,S00055,product_view,2025-01-03 13:27:00,product,P301
U0046,S00056,page_view,2025-01-07 19:54:00,home,
U0046,S00056,product_view,2025-01-07 19:55:00,product,P301
U0046,S00056,add_to_cart,2025-01-07 19:57:00,cart,P301
U0440,S00057,page_view,2025-01-21 22:57:00,home,
U0440,S00057,product_view,2025-01-21 22:59:00,product,P301
U0148,S00058,page_view,2025-01-04 14:42:00,home,
U0148,S00058,product_view,2025-01-04 14:44:00,product,P301
U0299,S00059,page_view,2025-01-25 13:45:00,home,
U0299,S00059,product_view,2025-01-25 13:46:00,product,P301
U0299,S00059,add_to_cart,2025-01-25 13:47:00,cart,P301
U0426,S00060,page_view,2025-01-10 02:30:00,home,
U0426,S00060,product_view,2025-01-10 02:33:00,product,P301
U0223,S00061,page_view,2025-01-18 09:32:00,home,
U0223,S00061,product_view,2025-01-18 09:35:00,product,P301
U0328,S00062,page_view,2025-01-05 03:18:00,home,
U0328,S00062,product_view,2025-01-05 03:20:00,product,P301
U0082,S00063,page_view,2025-01-11 19:02:00,home,
U0082,S00063,product_view,2025-01-11 19:03:00,product,P301
U0082,S00063,add_to_cart,2025-01-11 19:05:00,cart,P301
U0075,S00064,page_view,2025-01-02 01:19:00,home,
U0075,S00064,product_view,2025-01-02 01:22:00,product,P301
U0075,S00064,add_to_cart,2025-01-02 01:24:00,cart,P301
U0255,S00065,page_view,2025-01-05 20:41:00,home,
U0255,S00065,product_view,2025-01-05 20:42:00,product,P301
U0255,S00065,add_to_cart,2025-01-05 20:44:00,cart,P301
U0255,S00065,checkout,2025-01-05 20:46:00,checkout,P301
U0275,S00066,page_view,2025-01-17 17:23:00,home,
U0275,S00066,product_view,2025-01-17 17:25:00,product,P301
U0228,S00067,page_view,2025-01-10 16:12:00,home,
U0228,S00067,product_view,2025-01-10 16:14:00,product,P301
U0228,S00067,add_to_cart,2025-01-10 16:15:00,cart,P301
U0045,S00068,page_view,2025-01-19 10:30:00,home,
U0045,S00068,product_view,2025-01-19 10:33:00,product,P301
U0502,S00069,page_view,2025-01-20 16:11:00,home,
U0502,S00069,product_view,2025-01-20 16:14:00,product,P301
U0454,S00070,page_view,2025-01-25 19:44:00,home,
U0454,S00070,product_view,2025-01-25 19:45:00,product,P301
U0131,S00071,page_view,2025-01-19 16:23:00,home,
U0131,S00071,product_view,2025-01-19 16:26:00,product,P301
U0498,S00072,page_view,2025-01-20 12:58:00,home,
U0498,S00072,product_view,2025-01-20 13:01:00,product,P301
U0498,S00072,add_to_cart,2025-01-20 13:02:00,cart,P301
U0498,S00072,checkout,2025-01-20 13:04:00,checkout,P301
U0517,S00073,page_view,2025-01-05 14:05:00,home,
U0517,S00073,product_view,2025-01-05 14:06:00,product,P301
U0517,S00073,add_to_cart,2025-01-05 14:08:00,cart,P301
U0597,S00074,page_view,2025-01-24 02:07:00,home,
U0597,S00074,product_view,2025-01-24 02:08:00,product,P301
U0166,S00075,page_view,2025-01-18 11:05:00,home,
U0166,S00075,product_view,2025-01-18 11:07:00,product,P301
U0496,S00076,page_view,2025-01-11 05:54:00,home,
U0496,S00076,product_view,2025-01-11 05:57:00,product,P301
U0496,S00076,add_to_cart,2025-01-11 05:59:00,cart,P301
U0103,S00077,page_view,2025-01-24 23:14:00,home,
U0103,S00077,product_view,2025-01-24 23:17:00,product,P301
U0103,S00077,add_to_cart,2025-01-24 23:19:00,cart,P301
U0103,S00077,checkout,2025-01-24 23:20:00,checkout,P301
U0089,S00078,page_view,2025-01-10 07:40:00,home,
U0089,S00078,product_view,2025-01-10 07:42:00,product,P301
U0118,S00079,page_view,2025-01-23 16:41:00,home,
U0118,S00079,product_view,2025-01-23 16:43:00,product,P301
U0118,S00079,add_to_cart,2025-01-23 16:45:00,cart,P301
U0118,S00079,checkout,2025-01-23 16:47:00,checkout,P301
U0159,S00080,page_view,2025-01-13 11:46:00,home,
U0159,S00080,product_view,2025-01-13 11:48:00,product,P301
U0159,S00080,add_to_cart,2025-01-13 11:49:00,cart,P301
U0159,S00080,checkout,2025-01-13 11:51:00,checkout,P301
U0017,S00081,page_view,2025-01-24 16:21:00,home,
U0017,S00081,product_view,2025-01-24 16:22:00,product,P301
U0075,S00082,page_view,2025-01-09 19:11:00,home,
U0075,S00082,product_view,2025-01-09 19:13:00,product,P301
U0075,S00082,add_to_cart,2025-01-09 19:14:00,cart,P301
U0075,S00082,checkout,2025-01-09 19:15:00,checkout,P301
U0369,S00083,page_view,2025-01-02 03:25:00,home,
U0369,S00083,product_view,2025-01-02 03:27:00,product,P301
U0431,S00084,page_view,2025-01-04 23:15:00,home,
U0431,S00084,product_view,2025-01-04 23:16:00,product,P301
U0405,S00085,page_view,2025-01-06 13:53:00,home,
U0405,S00085,product_view,2025-01-06 13:55:00,product,P301
U0319,S00086,page_view,2025-01-07 09:48:00,home,
U0319,S00086,product_view,2025-01-07 09:50:00,product,P301
U0194,S00087,page_view,2025-01-25 03:03:00,home,
U0194,S00087,product_view,2025-01-25 03:06:00,product,P301
U0194,S00087,add_to_cart,2025-01-25 03:07:00,cart,P301
U0217,S00088,page_view,2025-01-06 14:15:00,home,
U0217,S00088,product_view,2025-01-06 14:16:00,product,P301
U0106,S00089,page_view,2025-01-13 16:54:00,home,
U0106,S00089,product_view,2025-01-13 16:57:00,product,P301
U0515,S00090,page_view,2025-01-10 01:16:00,home,
U0515,S00090,product_view,2025-01-10 01:18:00,product,P301
U0494,S00091,page_view,2025-01-04 11:26:00,home,
U0494,S00091,product_view,2025-01-04 11:28:00,product,P301
U0354,S00092,page_view,2025-01-18 17:53:00,home,
U0354,S00092,product_view,2025-01-18 17:54:00,product,P301
U0514,S00093,page_view,2025-01-15 09:18:00,home,
U0514,S00093,product_view,2025-01-15 09:19:00,product,P301
U0514,S00093,add_to_cart,2025-01-15 09:21:00,cart,P301
U0452,S00094,page_view,2025-01-23 06:21:00,home,
U0452,S00094,product_view,2025-01-23 06:24:00,product,P301
U0452,S00094,add_to_cart,2025-01-23 06:26:00,cart,P301
U0200,S00095,page_view,2025-01-25 06:35:00,home,
U0200,S00095,product_view,2025-01-25 06:38:00,product,P301
U0520,S00096,page_view,2025-01-13 14:35:00,home,
U0520,S00096,product_view,2025-01-13 14:37:00,product,P301
U0520,S00096,add_to_cart,2025-01-13 14:38:00,cart,P301
U0520,S00096,checkout,2025-01-13 14:39:00,checkout,P301
U0416,S00097,page_view,2025-01-08 00:13:00,home,
U0416,S00097,product_view,2025-01-08 00:15:00,product,P301
U0416,S00097,add_to_cart,2025-01-08 00:17:00,cart,P301
U0174,S00098,page_view,2025-01-10 19:52:00,home,
U0174,S00098,product_view,2025-01-10 19:55:00,product,P301
U0174,S00098,add_to_cart,2025-01-10 19:57:00,cart,P301
U0228,S00099,page_view,2025-01-02 22:47:00,home,
U0228,S00099,product_view,2025-01-02 22:49:00,product,P301
U0228,S00099,add_to_cart,2025-01-02 22:51:00,cart,P301
U0437,S00100,page_view,2025-01-23 10:36:00,home,
U0437,S00100,product_view,2025-01-23 10:37:00,product,P301
U0334,S00101,page_view,2025-01-10 12:32:00,home,
U0334,S00101,product_view,2025-01-10 12:33:00,product,P301
U0334,S00101,add_to_cart,2025-01-10 12:34:00,cart,P301
U0243,S00102,page_view,2025-01-15 20:40:00,home,
U0243,S00102,product_view,2025-01-15 20:42:00,product,P301
U0081,S00103,page_view,2025-01-16 18:20:00,home,
U0081,S00103,product_view,2025-01-16 18:21:00,product,P301
U0141,S00104,page_view,2025-01-22 20:20:00,home,
U0141,S00104,product_view,2025-01-22 20:23:00,product,P301
U0141,S00104,add_to_cart,2025-01-22 20:25:00,cart,P301
U0141,S00104,checkout,2025-01-22 20:26:00,checkout,P301
U0141,S00104,purchase,2025-01-22 20:29:00,confirmation,P301
U0214,S00105,page_view,2025-01-17 06:54:00,home,
U0214,S00105,product_view,2025-01-17 06:57:00,product,P301
U0214,S00105,add_to_cart,2025-01-17 06:59:00,cart,P301
U0328,S00106,page_view,2025-01-15 03:58:00,home,
U0328,S00106,product_view,2025-01-15 03:59:00,product,P301
U0145,S00107,page_view,2025-01-16 03:06:00,home,
U0145,S00107,product_view,2025-01-16 03:08:00,product,P301
U0045,S00108,page_view,2025-01-15 04:30:00,home,
U0045,S00108,product_view,2025-01-15 04:32:00,product,P301
U0312,S00109,page_view,2025-01-02 19:04:00,home,
U0312,S00109,product_view,2025-01-02 19:07:00,product,P301
U0194,S00110,page_view,2025-01-24 00:44:00,home,
U0194,S00110,product_view,2025-01-24 00:46:00,product,P301
U0113,S00111,page_view,2025-01-24 07:26:00,home,
U0113,S00111,product_view,2025-01-24 07:27:00,product,P301
U0113,S00111,add_to_cart,2025-01-24 07:29:00,cart,P301
U0212,S00112,page_view,2025-01-18 02:03:00,home,
U0212,S00112,product_view,2025-01-18 02:05:00,product,P301
U0212,S00112,add_to_cart,2025-01-18 02:07:00,cart,P301
U0212,S00112,checkout,2025-01-18 02:08:00,checkout,P301
U0490,S00113,page_view,2025-01-24 22:02:00,home,
U0490,S00113,product_view,2025-01-24 22:04:00,product,P301
U0129,S00114,page_view,2025-01-13 15:18:00,home,
U0129,S00114,product_view,2025-01-13 15:20:00,product,P301
U0129,S00114,add_to_cart,2025-01-13 15:21:00,cart,P301
U0572,S00115,page_view,2025-01-12 04:02:00,home,
U0572,S00115,product_view,2025-01-12 04:05:00,product,P301
U0572,S00115,add_to_cart,2025-01-12 04:06:00,cart,P301
U0347,S00116,page_view,2025-01-08 00:07:00,home,
U0347,S00116,product_view,2025-01-08 00:09:00,product,P301
U0189,S00117,page_view,2025-01-24 18:35:00,home,
U0189,S00117,product_view,2025-01-24 18:38:00,product,P301
U0189,S00117,add_to_cart,2025-01-24 18:39:00,cart,P301
U0189,S00117,checkout,2025-01-24 18:41:00,checkout,P301
U0189,S00117,purchase,2025-01-24 18:42:00,confirmation,P301
U0199,S00118,page_view,2025-01-24 03:51:00,home,
U0199,S00118,product_view,2025-01-24 03:54:00,product,P301
U0199,S00118,add_to_cart,2025-01-24 03:55:00,cart,P301
U0199,S00118,checkout,2025-01-24 03:56:00,checkout,P301
U0199,S00118,purchase,2025-01-24 03:57:00,confirmation,P301
U0531,S00119,page_view,2025-01-15 20:24:00,home,
U0531,S00119,product_view,2025-01-15 20:27:00,product,P301
U0397,S00120,page_view,2025-01-08 01:30:00,home,
U0397,S00120,product_view,2025-01-08 01:32:00,product,P301
U0397,S00120,add_to_cart,2025-01-08 01:33:00,cart,P301
U0061,S00121,page_view,2025-01-25 01:55:00,home,
U0061,S00121,product_view,2025-01-25 01:58:00,product,P301
U0100,S00122,page_view,2025-01-08 19:39:00,home,
U0100,S00122,product_view,2025-01-08 19:42:00,product,P301
U0221,S00123,page_view,2025-01-22 10:56:00,home,
U0221,S00123,product_view,2025-01-22 10:58:00,product,P301
U0484,S00124,page_view,2025-01-22 17:47:00,home,
U0484,S00124,product_view,2025-01-22 17:49:00,product,P301
U0484,S00124,add_to_cart,2025-01-22 17:50:00,cart,P301
U0555,S00125,page_view,2025-01-19 05:58:00,home,
U0555,S00125,product_view,2025-01-19 06:01:00,product,P301
U0555,S00125,add_to_cart,2025-01-19 06:03:00,cart,P301
U0555,S00125,checkout,2025-01-19 06:05:00,checkout,P301
U0356,S00126,page_view,2025-01-22 13:00:00,home,
U0356,S00126,product_view,2025-01-22 13:02:00,product,P301
U0423,S00127,page_view,2025-01-14 05:05:00,home,
U0423,S00127,product_view,2025-01-14 05:07:00,product,P301
U0423,S00127,add_to_cart,2025-01-14 05:09:00,cart,P301
U0423,S00127,checkout,2025-01-14 05:10:00,checkout,P301
U0276,S00128,page_view,2025-01-23 04:55:00,home,
U0276,S00128,product_view,2025-01-23 04:56:00,product,P301
U0463,S00129,page_view,2025-01-14 19:01:00,home,
U0463,S00129,product_view,2025-01-14 19:02:00,product,P301
U0463,S00129,add_to_cart,2025-01-14 19:04:00,cart,P301
U0463,S00129,checkout,2025-01-14 19:05:00,checkout,P301
U0323,S00130,page_view,2025-01-12 03:09:00,home,
U0323,S00130,product_view,2025-01-12 03:12:00,product,P301
U0329,S00131,page_view,2025-01-02 09:09:00,home,
U0329,S00131,product_view,2025-01-02 09:12:00,product,P301
U0316,S00132,page_view,2025-01-02 02:29:00,home,
U0316,S00132,product_view,2025-01-02 02:32:00,product,P301
U0542,S00133,page_view,2025-01-18 07:24:00,home,
U0542,S00133,product_view,2025-01-18 07:25:00,product,P301
U0527,S00134,page_view,2025-01-11 10:20:00,home,
U0527,S00134,product_view,2025-01-11 10:21:00,product,P301
U0316,S00135,page_view,2025-01-24 04:00:00,home,
U0316,S00135,product_view,2025-01-24 04:02:00,product,P301
U0310,S00136,page_view,2025-01-23 20:37:00,home,
U0310,S00136,product_view,2025-01-23 20:38:00,product,P301
U0310,S00136,add_to_cart,2025-01-23 20:39:00,cart,P301
U0522,S00137,page_view,2025-01-25 09:39:00,home,
U0522,S00137,product_view,2025-01-25 09:41:00,product,P301
U0304,S00138,page_view,2025-01-12 10:31:00,home,
U0304,S00138,product_view,2025-01-12 10:33:00,product,P301
U0098,S00139,page_view,2025-01-16 15:54:00,home,
U0098,S00139,product_view,2025-01-16 15:57:00,product,P301
U0111,S00140,page_view,2025-01-11 06:56:00,home,
U0111,S00140,product_view,2025-01-11 06:58:00,product,P301
U0111,S00140,add_to_cart,2025-01-11 06:59:00,cart,P301
U0436,S00141,page_view,2025-01-01 08:54:00,home,
U0436,S00141,product_view,2025-01-01 08:57:00,product,P301
U0472,S00142,page_view,2025-01-14 10:04:00,home,
U0472,S00142,product_view,2025-01-14 10:05:00,product,P301
U0472,S00142,add_to_cart,2025-01-14 10:07:00,cart,P301
U0521,S00143,page_view,2025-01-08 17:02:00,home,
U0521,S00143,product_view,2025-01-08 17:05:00,product,P301
U0462,S00144,page_view,2025-01-11 08:47:00,home,
U0462,S00144,product_view,2025-01-11 08:50:00,product,P301
U0044,S00145,page_view,2025-01-16 15:43:00,home,
U0044,S00145,product_view,2025-01-16 15:46:00,product,P301
U0570,S00146,page_view,2025-01-06 04:46:00,home,
U0570,S00146,product_view,2025-01-06 04:49:00,product,P301
U0481,S00147,page_view,2025-01-18 21:54:00,home,
U0481,S00147,product_view,2025-01-18 21:57:00,product,P301
U0481,S00147,add_to_cart,2025-01-18 21:58:00,cart,P301
U0580,S00148,page_view,2025-01-22 01:39:00,home,
U0580,S00148,product_view,2025-01-22 01:41:00,product,P301
U0580,S00148,add_to_cart,2025-01-22 01:42:00,cart,P301
U0580,S00148,checkout,2025-01-22 01:43:00,checkout,P301
U0580,S00148,purchase,2025-01-22 01:46:00,confirmation,P301
U0369,S00149,page_view,2025-01-15 12:44:00,home,
U0369,S00149,product_view,2025-01-15 12:47:00,product,P301
U0083,S00150,page_view,2025-01-20 16:29:00,home,
U0083,S00150,product_view,2025-01-20 16:31:00,product,P301
U0083,S00150,add_to_cart,2025-01-20 16:33:00,cart,P301
U0083,S00150,checkout,2025-01-20 16:35:00,checkout,P301
U0033,S00151,page_view,2025-01-10 00:35:00,home,
U0033,S00151,product_view,2025-01-10 00:38:00,product,P301
U0418,S00152,page_view,2025-01-26 06:07:00,home,
U0418,S00152,product_view,2025-01-26 06:08:00,product,P301
U0123,S00153,page_view,2025-01-08 06:33:00,home,
U0123,S00153,product_view,2025-01-08 06:36:00,product,P301
U0123,S00153,add_to_cart,2025-01-08 06:38:00,cart,P301
U0123,S00153,checkout,2025-01-08 06:40:00,checkout,P301
U0123,S00153,purchase,2025-01-08 06:42:00,confirmation,P301
U0191,S00154,page_view,2025-01-15 19:17:00,home,
U0191,S00154,product_view,2025-01-15 19:20:00,product,P301
U0191,S00154,add_to_cart,2025-01-15 19:21:00,cart,P301
U0433,S00155,page_view,2025-01-21 01:04:00,home,
U0433,S00155,product_view,2025-01-21 01:06:00,product,P301
U0433,S00155,add_to_cart,2025-01-21 01:08:00,cart,P301
U0433,S00155,checkout,2025-01-21 01:09:00,checkout,P301
U0283,S00156,page_view,2025-01-03 17:03:00,home,
U0283,S00156,product_view,2025-01-03 17:06:00,product,P301
U0384,S00157,page_view,2025-01-19 03:15:00,home,
U0384,S00157,product_view,2025-01-19 03:16:00,product,P301
U0384,S00157,add_to_cart,2025-01-19 03:18:00,cart,P301
U0384,S00157,checkout,2025-01-19 03:19:00,checkout,P301
U0375,S00158,page_view,2025-01-09 18:32:00,home,
U0375,S00158,product_view,2025-01-09 18:35:00,product,P301
U0375,S00158,add_to_cart,2025-01-09 18:37:00,cart,P301
U0375,S00158,checkout,2025-01-09 18:38:00,checkout,P301
U0029,S00159,page_view,2025-01-25 13:35:00,home,
U0029,S00159,product_view,2025-01-25 13:37:00,product,P301
U0029,S00159,add_to_cart,2025-01-25 13:38:00,cart,P301
U0532,S00160,page_view,2025-01-13 23:06:00,home,
U0532,S00160,product_view,2025-01-13 23:08:00,product,P301
U0532,S00160,add_to_cart,2025-01-13 23:09:00,cart,P301
U0537,S00161,page_view,2025-01-23 02:40:00,home,
U0537,S00161,product_view,2025-01-23 02:43:00,product,P301
U0501,S00162,page_view,2025-01-02 03:20:00,home,
U0501,S00162,product_view,2025-01-02 03:21:00,product,P301
U0245,S00163,page_view,2025-01-11 20:39:00,home,
U0245,S00163,product_view,2025-01-11 20:42:00,product,P301
U0245,S00163,add_to_cart,2025-01-11 20:44:00,cart,P301
U0245,S00163,checkout,2025-01-11 20:46:00,checkout,P301
U0599,S00164,page_view,2025-01-15 16:44:00,home,
U0599,S00164,product_view,2025-01-15 16:46:00,product,P301
U0147,S00165,page_view,2025-01-13 14:44:00,home,
U0147,S00165,product_view,2025-01-13 14:47:00,product,P301
U0429,S00166,page_view,2025-01-13 02:55:00,home,
U0429,S00166,product_view,2025-01-13 02:57:00,product,P301
U0477,S00167,page_view,2025-01-23 02:30:00,home,
U0477,S00167,product_view,2025-01-23 02:32:00,product,P301
U0477,S00167,add_to_cart,2025-01-23 02:33:00,cart,P301
U0279,S00168,page_view,2025-01-11 12:18:00,home,
U0279,S00168,product_view,2025-01-11 12:19:00,product,P301
U0279,S00168,add_to_cart,2025-01-11 12:21:00,cart,P301
U0468,S00169,page_view,2025-01-25 09:12:00,home,
U0468,S00169,product_view,2025-01-25 09:13:00,product,P301
U0468,S00169,add_to_cart,2025-01-25 09:15:00,cart,P301
U0524,S00170,page_view,2025-01-18 17:29:00,home,
U0524,S00170,product_view,2025-01-18 17:30:00,product,P301
U0524,S00170,add_to_cart,2025-01-18 17:32:00,cart,P301
U0376,S00171,page_view,2025-01-20 20:24:00,home,
U0376,S00171,product_view,2025-01-20 20:26:00,product,P301
U0376,S00171,add_to_cart,2025-01-20 20:28:00,cart,P301
U0042,S00172,page_view,2025-01-03 19:05:00,home,
U0042,S00172,product_view,2025-01-03 19:08:00,product,P301
U0506,S00173,page_view,2025-01-22 12:59:00,home,
U0506,S00173,product_view,2025-01-22 13:00:00,product,P301
U0506,S00173,add_to_cart,2025-01-22 13:02:00,cart,P301
U0426,S00174,page_view,2025-01-03 05:42:00,home,
U0426,S00174,product_view,2025-01-03 05:44:00,product,P301
U0426,S00174,add_to_cart,2025-01-03 05:46:00,cart,P301
U0166,S00175,page_view,2025-01-12 08:35:00,home,
U0166,S00175,product_view,2025-01-12 08:38:00,product,P301
U0594,S00176,page_view,2025-01-20 21:02:00,home,
U0594,S00176,product_view,2025-01-20 21:04:00,product,P301
